docid,recordid,oclc,locnum,includedbc,author,authordate,imprint,inferreddate,place,enumcron,subjects,genres,title
mdp.39015002293424,100033832,168362,PZ3.F5772Wh,fuzzymatch,"FitzGibbon, Constantine,",1919-,New York|Norton|c1960,1960,nyu,,,Fiction,When the kissing had to stop.
inu.30000082321120,007593904,43896509,,taggedsf,,,New York|Harcourt|2000.,2000,nyu,,"Science fiction, American",Fiction,Nebula awards showcase 2000 : | the year's best SF and fantasy chosen by the Science Fiction and Fantasy Writers of America
mdp.39015000625254,000536746,365907,PZ4.K694Th,fuzzymatch,"Knight, Damon,",1922-2002.,"Garden City, N.Y.|Doubleday|1967.",1967,nyu,,,Fiction,"Three novels: Rule golden, Natural state, [and] The dying man | $c: [by] Damon Knight."
mdp.39015011224907,000448888,2415077,,fuzzymatch,"Brunner, John,",1934-1995.,"New York|Ballantine|1976, c1975.",1976,nyu,,,Fiction,The shockwave rider
mdp.39015082762439,005863599,230989518,,fuzzymatch,"Herbert, Brian.",,London|Hodder & Stoughton|2008.,2008,enk,,Dune (Imaginary place)|Fiction,Novel|Science fiction,Paul of Dune
mdp.39015030836798,000218546,4318803,,taggedsf,,,London|Boston|Faber and Faber|1978.,1978,enk,,"Science fiction, English",Fiction,Anticipations
pst.000044531737,007061452,34735893,PR6052.R8S54 1976,fuzzymatch,"Brunner, John,",1934-1995,"New York|Ballantine Books|1976, c1975.",1976,nyu,,,Fiction|Science fiction,The shockwave rider
mdp.39015011802215,000201283,4165800,PZ4.D553HoPS3554.I328,fuzzymatch,"Dickson, Gordon R.",,New York|Sunridge Press|1978.,1978,nyu,,,Fiction,Home from the shore
mdp.39015019159030,000728065,5171635,PZ3.L56684Map 1980PR6023.E833;,fuzzymatch,"Lessing, Doris May,",1919-,New York|Knopf|1980.,1980,nyu,,,Fiction,"The marriages between zones three, four, and five (as narrated by the chroniclers of zone three)"
mdp.39015020000694,000204835,4314179,,fuzzymatch,"Sheffield, Charles.",,New York|Ace Books|1978.,1978,nyu,,,Fiction,Sight of Proteus
uc1.b3186573,006119151,2147578,,fuzzymatch,"Verne, Jules,",1828-1905.,New York|Dover|1962.,1962,nyu,,,NotFiction,From the earth to the moon : | All around the moon
mdp.39015047865228,004090784,42692141,PS3563.A255P45 2000,fuzzymatch,"McCaffrey, Anne.",,New York|Ballantine|2000.,2000,nyu,,Fiction|Telepathy|Space colonies|Psychic ability,Fiction|Science fiction,Pegasus in space
mdp.39015005099158,001217111,7013954,,fuzzymatch,"Verne, Jules,",1828-1905.,"Westport, Conn.|Associated Booksellers|1960",1960,ctu,v.2,,Fiction,The Barsac mission. | $c: Translated from the French by I. O. Evans.
pst.000061659575,009803280,2150752,PZ3.W937Wo12PR6045.R45,taggedsf,"Wright, S. Fowler (Sydney Fowler),",1874-1965.,"Westport, Conn.|Hyperion Press|1976, c1930.",1976,ctu,,"Science fiction, English",Fiction,The world below
mdp.49015001285759,004511696,18474577,,taggedsf,,,New York|Bantam Books|c1988.,1988,nyu,,Science fiction,Fiction,Full spectrum
mdp.39015049643805,004127910,43339449,,taggedsf,"Noon, Jeff.",,"London|Anchor|2000, c1998.",2000,enk,,"Science fiction, English",NotFiction,Pixel juice : | stories from the avant pulp
uc1.b3462688,006659953,11840312,PS3569.P55C47 1985,oclcid,"Spinrad, Norman.",,Toronto|New York|Bantam Books|1985.,1985,onc,,,Fiction,Child of fortune
mdp.39015019387243,000294366,3190133,,taggedsf,,,London|New English Library|1977.,1977,enk,,"Science fiction, French|Translations into English",NotFiction,Travelling towards Epsilon : | an anthology of French science fiction
pst.000012674602,007057022,1239356,,oclcid,,,"New York, N.Y.|Berkley|1967, c1952.",1952,xx ,,,NotFiction,"Tomorrow, the stars : | a science fiction anthology"
mdp.39015052467530,003520987,37684048,,taggedsf,"Le Guin, Ursula K.,",1929-,New York|Walker|c1969.,1969,nyu,,Science fiction,Fiction,The left hand of darkness
mdp.39015013291961,000204682,10118765,,oclcid,"Anderson, Poul,",1926-2001.,"New York|Berkley Books|1983, c1960.",1983,nyu,,,Fiction,The high crusade
mdp.39015070730059,005596481,85766664,PS3570.U76S477 2007,fuzzymatch,"Turtledove, Harry.",,New York|Del Rey/Ballantine Books|c2007.,2007,nyu,,"Fiction|20th century|History|Civil War, 1861-1865",Fiction|Alternative histories (Fiction)|War stories,Settling accounts. | $c: Harry Turtledove. | $p: In at the death /
mdp.39015030930252,001364715,291371,,taggedsf,"(Arthur Charles), Clarke, Arthur C.",1917-2008,New York|Delacorte Press|1966,1966,nyu,,Science fiction,UnknownGenre,"Time probe; | the sciences in science fiction, | $c: collected and with an introd. by Arthur C. Clarke."
mdp.39015018858186,002235062,20931062,PS3552.I7736V69 1990,fuzzymatch,"Bisson, Terry.",,New York|Morrow|c1990.,1990,nyu,,,Fiction,Voyage to the Red Planet
pst.000013408435,012265483,59207286,,fuzzymatch,"Atwood, Margaret,",1939-,London|Cape|1986.,1986,xx ,,,NotFiction,The handmaid's tale
mdp.39015002712795,001377311,287907,PS3535.I429W3,fuzzymatch,"Richter, Conrad,",1890-1968.,New York|Alfred A. Knopf|1960.,1960,nyu,,,Typefaces (Type evidence)|Publishers' advertisements|Scotch|NotFiction,The waters of Kronos
mdp.39015014570108,001551042,18815429,PS3558.A353B89 1989,oclcid,"Haldeman, Joe W.",,New York|Morrow|c1989.,1989,nyu,,,Fiction,Buying time
uc1.32106007606244,007104748,59147023,,taggedsf,,,"Harmondsworth, Middlesex|New York, N.Y.|Penguin|1986.",1986,enk,,Science fiction,NotFiction,The Penguin world omnibus of science fiction : | an anthology
uc1.32106005219453,008323590,7813793,,taggedsf,,,"Boston, Mass.|Houghton Mifflin|1982.",1982,   ,,"Science fiction, American|American wit and humor, Pictorial|American wit and humor",NotFiction,Laughing space : | funny science fiction
mdp.39015060836189,004987761,56876058,PS648.S3C36 2005,taggedsf,,,"San Francisco, Calif.|Chronicle Books|c2005.",2005,cau,,"Human-alien encounters|Fiction|Science fiction, American",Short stories,"The campfire collection : | thrilling, chilling tales of alien encounters"
uc1.b4975732,003512929,12344555,PS3515.U1417I58 1985,oclcid,"(La Fayette Ron), Hubbard, L. Ron",1911-1986,"Los Angeles, CA|Bridge Publications|c1985",1985,cau,,,Bibliographies|Fiction,The invaders plan
mdp.39015048515046,003479326,42296597,PS648.S3S47 2000,taggedsf,,,New York|Harcourt|c2000.,2000,nyu,,"Science fiction, English|Fiction|Science fiction, American|Space colonies",Bibliographies|Short stories,Skylife : | space habitats in story and science
mdp.39015047446557,004038447,37966465,PR5774.I5 1998,fuzzymatch,"Wells, H. G. (Herbert George),",1866-1946.,"Jefferson, N.C.|McFarland & Co.|c1998.",1998,ncu,,,Fiction|Bibliographies|Science fiction,"The invisible man : | a grotesque romance : a critical text of the 1897 New York first edition, with an introduction and appendices"
uc1.b3470481,000668531,1046822,PZ3.C7737Ad20PS3505.O5593,oclcid,"Cook, William Wallace,",1867-1933.,New York|Arno Press|1975.,1975,nyu,,,Fiction,"Adrift in the unknown; | or, Queer adventures in a queer realm."
mdp.39015005746733,000668531,1046822,PZ3.C7737Ad20PS3505.O5593,oclcid,"Cook, William Wallace,",1867-1933.,New York|Arno Press|1975.,1975,nyu,,,Fiction,"Adrift in the unknown; | or, Queer adventures in a queer realm."
uc1.b3727785,001377311,287907,PS3535.I429W3,fuzzymatch,"Richter, Conrad,",1890-1968.,New York|Alfred A. Knopf|1960.,1960,nyu,,,Typefaces (Type evidence)|Publishers' advertisements|Scotch|NotFiction,The waters of Kronos
mdp.39015038901164,000628432,55708,PZ3.C551205Tal5PR6005.L36,fuzzymatch,"Clarke, Arthur C. (Arthur Charles),",1917-2008,"New York|Harcourt, Brace & World|1970",1970,nyu,,,Fiction,Tales from the White Hart | $c: [by] Arthur C. Clarke.
mdp.39015060663583,004963699,37806202,PR9199.3.A8H3 1998,fuzzymatch,"Atwood, Margaret,",1939-,"New York|Anchor Books|1998, c1986.",1998,nyu,,Misogyny|Fiction|Women|Man-woman relationships,Novel|Dystopias|Fantasy fiction,The handmaid's tale
uc1.$b104891,001377311,287907,PS3535.I429W3,fuzzymatch,"Richter, Conrad,",1890-1968.,New York|Alfred A. Knopf|1960.,1960,nyu,,,Typefaces (Type evidence)|Publishers' advertisements|Scotch|NotFiction,The waters of Kronos
mdp.39015005014173,001909891,2199786,,fuzzymatch,"Disch, Thomas M.",,"Garden City, N. Y.|Doubleday|c1968.",1968,nyu,,,UnknownGenre,Fun with your new head
mdp.39015035341448,000122687,10247191,,oclcid,"Farmer, Philip José.",,New York|Putnam|c1983.,1983,nyu,,,Fiction,Gods of riverworld
pst.000044255312,009809483,35128197,PS3537.M349F57 1997,fuzzymatch,"Smith, E. E. (Edward Elmer),",1890-1965.,"Baltimore, Md.|Old Earth Books|1997.",1997,xxu,,,NotFiction|Science fiction,First Lensman
pst.000021749353,009819428,9481402,,fuzzymatch,"Clarke, Arthur C. (Arthur Charles),",1917-2008,New York|Ballantine Books|1957.,1957,xxu,,,NotFiction,Tales from the White Hart
inu.30000065072641,007586216,3073046,PZ3.M8345Su14PR5079.S77,fuzzymatch,"Morris, William,",1834-1896.,Brighton|Seattle|Unicorn Bookshop|1973.,1973,enk,,,Fiction,The sundering flood
mdp.39015005469443,000778365,9533068,PS3556.A72G6 1983,fuzzymatch,"Farmer, Philip José.",,New York|Putnam|c1983.,1983,nyu,,,Fiction,Gods of riverworld
mdp.39015066051668,000735445,5946381,PZ4.F234MagPS3556.A72;,fuzzymatch,"Farmer, Philip José.",,New York|Berkley Pub. Corp. : distributed by Putnam|c1980.,1980,nyu,,,Fiction,The magic labyrinth
mdp.49015000896069,004472281,711889,PZ1.F874FuPS648.S3,taggedsf,"Franklin, H. Bruce (Howard Bruce),",1934-,New York|Oxford University Press|1966.,1966,nyu,,"Science fiction, American",NotFiction,Future perfect : | American science fiction of the nineteenth century
mdp.39015030745163,000388214,55249,,taggedsf,"Fast, Howard,",1914-2003,New York|Morrow|1970.,1970,nyu,,"Science fiction, American|Fantasy fiction, American",Fiction,"The general zapped an angel; | new stories of fantasy and science fiction, | $c: by Howard Fast."
mdp.39015011256685,000841829,3008060,,taggedsf,,,"Garden City, N. Y.|Doubleday|1974",1974,nyu,,Science fiction|Fantasy fiction,NotFiction,The Best from Fantasy and science fiction : | a special 25th anniversary anthology
mdp.39015030752805,000479288,355618,PZ4.H867,fuzzymatch,"Hoyle, Fred, Sir.",,New York|Harper & Row|1966,1966,nyu,,,Fiction,October the first is too late.
uc1.32106005369621,007143577,253827046,,fuzzymatch,"Heinlein, Robert A. (Robert Anson),",1907-1988,"New York|G.P. Putnam's Sons; Distributed by Berkley Publishing Corp.|1968, c1966].",1966,   ,,,NotFiction,The moon is a harsh mistress.
uc1.b4095349,006152276,12712329,,oclcid,"Hoyle, Fred, Sir.",,London|Heinemann|1966.,1966,enk,,,Fiction,October the first is too late.
mdp.39015009381305,001441793,711889,PZ1.F874FuPS648.S3,taggedsf,"(Howard Bruce), Franklin, H. Bruce",1934-,New York|Oxford University Press|1966.,1966,nyu,,"Science fiction, American",NotFiction,Future perfect; American science fiction of the nineteenth century | $c: [by] H. Bruce Franklin.
mdp.39015040086160,000241743,9772210,,fuzzymatch,"Heinlein, Robert A. (Robert Anson),",1907-1988.,"New York|Berkley Books|1983 printing, c1966.",1983,nyu,,,Fiction,The moon is a harsh mistress
mdp.39015049544417,004135482,44683474,PS3553.A76277K55 2000,fuzzymatch,"Carr, Caleb,",1955-,New York|Random House|c2000.,2000,nyu,,Fiction|Twenty-first century|Assassination|Presidents|Psychology teachers,Fiction,Killing time : | a novel of the future
mdp.39015001799124,001059388,439636,PZ1.M274Rv,taggedsf,"Magidoff, Robert,",1905-1970.,New York|New York University Press|1968.,1968,nyu,,"Translations into English|Science fiction, Russian",Fiction,"Russian science fiction, 1968; | an anthology. | $c: Compiled and edited with an introd. by Robert Magidoff. Translated by Helen Jacobson."
mdp.39015053784230,004216135,48377527,,taggedsf,"Cherryh, C. J.",,"New York, N.Y.|DAW Books|c2001.",2001,nyu,,Science fiction,NotFiction,Defender
mdp.39015013259455,000743917,3844582,PZ4.S573Be 1978PS3569.I472;,taggedsf,"Silverberg, Robert.",,"Boston|Gregg Press|c1976, 1978 printing.",1976,mau,v.1,"Science fiction, American",Fiction,The best of Robert Silverberg
mdp.39015005885283,000755977,5265211,PZ1.N2577PS648.S3,taggedsf,,,"Garden City, N.Y.|Doubleday|1979.",1979,nyu,,"Science fiction, American",Fiction|Bibliographies,Neglected visions
mdp.39015064885638,005258726,62741556,PS3554.I3A6 2006,fuzzymatch,"Dick, Philip K.",,New York|Vintage Books|2006.,2006,nyu,,,Fiction,Vintage PKD
mdp.39015010450529,000782881,179684,,fuzzymatch,"Heinlein, Robert A. (Robert Anson),",1907-1988.,"New York|Putnam ; distributed by Berkley Publishing Corp.|1968, c1966.",1966,nyu,,,Fiction,The moon is a harsh mistress
mdp.49015000679887,004450249,1294774,,fuzzymatch,"Farmer, Philip José.",,New York|Berkeley Publishing Corp.|1971.,1971,nyu,,,Fiction,To your scattered bodies go
mdp.39015061142611,004732474,13967028,PS3507.E2344A6 1978a,taggedsf,"De Camp, L. Sprague (Lyon Sprague),",1907-2000.,"Garden City, N.Y.|Nelson Doubleday|c1978.",1978,nyu,,"Science fiction, American",Short stories,The best of L. Sprague de Camp
mdp.39015079355601,005911054,243605521,,oclcid,"Westwood, Kim.",,"Pymble, N.S.W.|HarperVoyager|2008.",2008,xna,,,Fiction|Science fiction,The Daughters of Moab
mdp.39015019184103,000576058,66781320,,fuzzymatch,"Verne, Jules,",1828-1905.,"New York, N.Y.|Ace Books|c1960.",1960,nyu,v.2,,Fiction,The Barsac mission
mdp.39015056817631,003851400,52574124,,taggedsf,"Biggle, Lloyd,",1923-2002.,"Garden City, N.Y.|Doubleday|c1977.",1977,nyu,,"Fiction|Sign language|Science fiction, American|Deaf",Fiction,Silence is deadly
mdp.49015002473123,004570938,38216118,PS648.S3S265 1998,taggedsf,,,"Woodstock, N.Y.|Overlook Press|1998.",1998,nyu,,"Gays' writings, American|Science fiction, American",Fiction,Science fiction
mdp.39015077146168,005934115,233548909,PS3553.H358R44 2009,oclcid,"Cherryh, C. J.",,New York|New American Library|c2009.,2009,nyu,,"Human cloning|Fiction|Emory, Ariane (Fictitious character)",Fiction|Science fiction,Regenesis
uc1.b4095618,006152411,2937106,,fuzzymatch,"Hoyle, Fred, Sir.",,London|Heinemann|1963,1963,enk,,,Fiction,Fifth planet
uc1.$b399135,009383062,52154,PZ1.S16CrPS648.S3,taggedsf,"Santesson, Hans Stefan.",,New York|Walker|1969,1969,nyu,,"Science fiction, American",Fiction,Crime prevention in the 30th century.
mdp.39015008469945,000120098,21617290,,taggedsf,"Farmer, Philip José.",,"New York|Berkley Pub. Corp.|1973, c1971.",1971,nyu,,Science fiction,Fiction,The fabulous riverboat
mdp.49015000320532,004413952,18137632,PS3552.I7736F57 1988b,oclcid,"Bisson, Terry.",,New York|Arbor House|c1988.,1988,nyu,,,Fiction,Fire on the mountain
mdp.39015047566768,004061946,42596539,,fuzzymatch,"Salvatore, R. A.,",1959-,New York|Ballantine Publishing Group|1999.,1999,nyu,,"Fiction|Skywalker, Luke (Fictitious character)|Leia, Princess (Fictitious character)",Fiction,Vector prime
mdp.39015019148686,001464041,661685,PZ1.S587ExPS648.S3,taggedsf,"Silverberg, Robert.",,New York|Simon and Schuster|1973,1973,nyu,,"Science fiction, American",Fiction,"An exaltation of stars; | transcendental adventures in science fiction | $c: [by Robert Silverberg, Roger Zelazny, and Edgar Pangborn] Compiled and edited by Terry Carr. -"
mdp.39015034647167,000216632,4215634,,fuzzymatch,"Zelazny, Roger.",,London|Allen|1977.,1977,enk,,,Fiction,Doorways in the sand
pst.000021111570,000202309,6755438,PS3554.I328L6,fuzzymatch,"Dickson, Gordon R.",,"New York, N.Y.|Ace Books|c1980.",1980,nyu,,,Fiction,Lost Dorsai
mdp.39015010311036,000479275,355604,PZ4.H8675Fi,fuzzymatch,"Hoyle, Fred, Sir.",,New York|Harper & Row|1963,1963,nyu,,,Fiction,"Fifth planet, | $c: Fred Hoyle and Geoffrey Hoyle."
uc1.b4355032,009508236,5750252,,fuzzymatch,"Lorrah, Jean.",,"Garden City, N.Y.|Doubleday|1980.",1980,nyu,,,Fiction,First channel
uc1.32106002161542,007115155,3345559,,taggedsf,"Bester, Alfred.",,New York|Berkley Pub. Corp. : distributed by Putnam|c1976.,1976,nyu,,"Science fiction, American",Fiction,"Star light, star bright"
mdp.39015059187628,004930779,16351410,PS3568.Y26B6 1988,taggedsf,"Ryan, Alan,",1943-,New York|Doubleday|1988.,1988,nyu,,"Horror tales, American|Science fiction, American",Short stories,The bones wizard
mdp.39015012272715,001059387,54737,PZ1.M274Rv3PG3276.M25,taggedsf,"Magidoff, Robert,",1905-1970.,New York|New York University Press|1969.,1969,nyu,,"Translations into English|Science fiction, Russian",Fiction,"Russian science fiction, 1969; | an anthology."
mdp.39015013359149,000539116,1990823,PZ3.M183Th5,fuzzymatch,"Machen, Arthur,",1863-1947.,New York|A. A. Knopf|1923.,1923,nyu,,,Fiction,"The three imposters, | $c: by Arthur Machen."
mdp.39015057615026,004346755,52418449,PS570.H58 2003,taggedsf,,,Corvallis|Oregon State University Press|c2003.,2003,oru,,"Fiction|Northwest, Pacific|Science fiction, American|American fiction",Fiction,Hive of dreams : | contemporary science fiction from the Pacific Northwest
mdp.39015060668566,004971386,57382310,PR5774.W3 2005,fuzzymatch,"Wells, H. G. (Herbert George),",1866-1946.,London|Penguin|2005.,2005,enk,,Fiction|Martians,Novel|Bibliographies|Science fiction,The war of the worlds
mdp.39015008494166,000719026,5286378,PZ1.N44415PG3273;,taggedsf,,,New York|Macmillan|c1979.,1979,nyu,,"Science fiction, Russian|Translations into English",Fiction,New Soviet science fiction
mdp.39015014367190,000020391,1218336,PZ4.P666Lo4PS3566.I58,fuzzymatch,"Piper, H. Beam.",,"New York|Garland Pub.|1975, c1965.",1975,nyu,,,Fiction,Lord Kalvan of Otherwhen
mdp.39015068786469,005593561,173077335,,taggedsf,,,"Jersalem, Israel|MW Publications|c2007.",2007,is ,,"Comic books, strips, etc|Fiction|Jews|Science fiction",NotFiction,Balm in Gilead : | salves from the souk of imagination
mdp.39076000903745,009905483,2298112,,taggedsf,,,New York|Doubleday|1965-1976.,1965,nyu,v.8,Science fiction|Science Fiction Writers of America,Fiction,Nebula award stories
mdp.39015014137635,000121243,2057284,,fuzzymatch,"Reynolds, Mack.",,New York|Pyramid Books|1963.,1963,nyu,,,Fiction,The earth war
mdp.39015048881869,000539122,13139827,,fuzzymatch,"Machen, Arthur,",1863-1947.,New York|A. A. Knopf|1927,1927,nyu,,,Fiction,"The three impostors, | $c: by Arthur Machen."
inu.39000003458853,007593902,2964836,PZ1.N4424 1976PS648.S3,taggedsf,,,London|Hutchinson|1976.,1976,enk,,"Science fiction, American|Science fiction, English",Fiction,The New improved sun : | an anthology of utopian science fiction
uc1.32106002168356,007129534,10297,,taggedsf,"Ellison, Harlan.",,New York|Trident Press|1968,1968,nyu,,"Science fiction, American",Fiction,Love ain't nothing but sex misspelled; | twenty-two stories.
mdp.39015034356439,000628424,55577,PZ3.C551205Pr6PR6005.L36,fuzzymatch,"Clarke, Arthur C. (Arthur Charles),",1917-2008,"New York|Harcourt, Brace & World|1970, c1954",1970,nyu,,,Fiction,Prelude to space | $c: [by] Arthur C. Clarke.
mdp.39015050618357,000699699,2067892,PZ3.S64558Sl7PR6069.M45,fuzzymatch,"Smith, E. E. (Edward Elmer),",1890-1965.,"New York|Garland Pub.|1975, c1948.",1975,nyu,,,Fiction,Skylark three
mdp.39015007028650,000628424,55577,PZ3.C551205Pr6PR6005.L36,fuzzymatch,"Clarke, Arthur C. (Arthur Charles),",1917-2008,"New York|Harcourt, Brace & World|1970, c1954",1970,nyu,,,Fiction,Prelude to space | $c: [by] Arthur C. Clarke.
mdp.39015004760586,001397596,1532970,PZ1.W683Pr,taggedsf,"Wollheim, Donald A.",,New York|The Viking press|1945.,1945,nyu,,Science fiction,NotFiction,"The portable novels of science,"
mdp.39015061468578,004988203,6648361,PR6054.O427L37 1981,taggedsf,"Domatilla, John.",,"New York|Atheneum|1981, c1980.",1981,nyu,,Science fiction,Novel,The last crime
uc1.32106005000564,000265833,5555669,,taggedsf,"Tevis, Walter S.",,"Garden City, N.Y.|Doubleday|1980.",1980,nyu,,"Science fiction, American",Fiction,Mockingbird
mdp.39015013259448,000743917,3844582,PZ4.S573Be 1978PS3569.I472;,taggedsf,"Silverberg, Robert.",,"Boston|Gregg Press|c1976, 1978 printing.",1976,mau,v.2,"Science fiction, American",Fiction,The best of Robert Silverberg
uc1.32106008842756,006833148,2084794,,taggedsf,"Delany, Samuel R.",,New York|Bantam Books|1976.,1976,nyu,,Science fiction,Fiction,Triton
pst.000061658875,009814181,5933186,,fuzzymatch,"Bishop, Michael.",,New York|Berkley Pub. Corp.|distributed by G.P. Putnam's Sons|1979.,1979,xx ,,,NotFiction,Transfigurations
uc1.32106013120818,007132736,27383759,PR6053.L24I5 1993,oclcid,"Claiborne, Sybil",,"Pittsburgh, Pa.|Cleis Press|c1993",1993,pau,,,Fiction,In the garden of dead cars
uc1.b4950843,009495646,8034582,PS3569.P55V6 1983,fuzzymatch,"Spinrad, Norman",,New York|Timescape Books|Distributed by Simon and Schuster|c1983,1983,nyu,,,Fiction,The Void Captain's tale
mdp.39015008812755,000163769,10913828,PS3555.L62E4 1984,taggedsf,"Ellison, Harlan.",,"New York, NY|Bluejay Books|1984.",1984,nyu,,"Science fiction, American",Fiction,Ellison wonderland
mdp.39015030745015,000165696,4134294,PZ4.F234Had 1977PS3556.A72,fuzzymatch,"Farmer, Philip José.",,London|Magnum Books|1977.,1977,enk,,,Fiction,Hadon of ancient Opar
mdp.39015009376255,000293673,3168666,PZ1.F874Fu 1978PS648.S3,taggedsf,"Franklin, H. Bruce (Howard Bruce),",1934-,New York|Oxford University Press|1978.,1978,nyu,,"Science fiction, American",Fiction,Future perfect : | American science fiction of the nineteenth century
uc1.b4422352,001438750,60433,PZ1.H247NoPS648.S3,taggedsf,"Harrison, Harry,",,New York|Delacorte Press|1970,1970,nyu,,Science fiction,Fiction,Nova 1; | an anthology of original science fiction stories.
uc1.b4358889,001397598,62071,PZ1.Y4PS648.S3,taggedsf,,,"Garden City, N.Y.|Doubleday|1970.",1970,nyu,,"Science fiction, American",Fiction,"The Year 2000; | an anthology, | $c: edited by Harry Harrison. -"
mdp.39015003498436,000764340,5941112,PZ1.M2732PS648.F3,taggedsf,,,"Garden City, N.Y.|Doubleday|1980.",1980,nyu,,"Science fiction, American|Fantasy fiction, American",Fiction,The Magazine of fantasy and science fiction : | a 30-year retrospective
mdp.39015032049994,000298385,4805139,PZ4.B6224TrPS3552.I772,fuzzymatch,"Bishop, Michael,",1945-,New York|Berkley Pub. Corp. : distriubted by Putnam|c1979.,1979,nyu,,,Fiction,Transfigurations
mdp.39015008864673,000204375,18762694,,fuzzymatch,"Van Vogt, A. E. (Alfred Elton),",1912-2000.,"New York|Pocket Books|1983, c1956.",1983,nyu,,,Fiction,Empire of the atom
mdp.39015030933041,001397598,62071,PZ1.Y4PS648.S3,taggedsf,,,"Garden City, N.Y.|Doubleday|1970.",1970,nyu,,"Science fiction, American",Fiction,"The Year 2000; | an anthology, | $c: edited by Harry Harrison. -"
pst.000049200850,009810317,28128192,,fuzzymatch,"Shelley, Mary Wollstonecraft,",1797-1851.,New York|Barnes & Noble Books|1993.,1993,nyu,,,Fiction,Frankenstein
mdp.49015001472357,004532034,27383759,PR6053.L24I5 1993,oclcid,"Claiborne, Sybil.",,"Pittsburgh, Pa.|Cleis Press|c1993.",1993,pau,,,Fiction,In the garden of dead cars
mdp.39015010838004,000135312,3843759,PZ4.L537Ch 1978,fuzzymatch,"Lem, Stanisław.",,New York|Harcourt Brace Jovanovich|c1978.,1978,nyu,,,Fiction,The chain of chance
uc1.b3870130,000293673,3168666,PZ1.F874Fu 1978PS648.S3,taggedsf,"Franklin, H. Bruce (Howard Bruce),",1934-,New York|Oxford University Press|1978.,1978,nyu,,"Science fiction, American",Fiction,Future perfect : | American science fiction of the nineteenth century
mdp.49015002156868,004481558,441868284,PZ1.R5PS648.S3,taggedsf,,,New York|New American Library|c19<79-c1982 >,0,nyu,v.3,"Fredrica Bartz Modern Fiction Collection|Science fiction, English|Science fiction, American",Fiction,The Road to science fiction
inu.39000001892814,007594070,7367525,,fuzzymatch,"Pohl, Frederik.",,London|Gollancz|1980.,1980,enk,,,Fiction,Beyond the blue event horizon
mdp.39015059124415,004736995,52347781,PS3620.A69B44 2003,taggedsf,"Tanner, Ron,",1953-,"Kansas City, MO|BkMk Press/University of Missouri-Kansas City|c2003.",2003,mou,,"Social life and customs|Fiction|Science fiction, American",Short stories,A bed of nails : | stories
uc1.b4950780,009494067,7550867,,fuzzymatch,"Laumer, Keith,",1925-1993,New York|St Martin's Press|c1981.,1981,   ,,,NotFiction,Star colony
mdp.39015056877460,000708511,5496913,PZ4.P748Bg 1980PS3566.O35;,fuzzymatch,"Pohl, Frederik.",,New York|Ballantine Books|1980.,1980,nyu,,,Fiction,Beyond the blue event horizon
mdp.39015062064459,000479292,285634,PZ4.H8675Os,fuzzymatch,"Hoyle, Fred, Sir.",,New York|Harper|1959,1959,nyu,,,Fiction,Ossian's ride.
uc1.32106006133588,000708511,5496913,PZ4.P748Bg 1980PS3566.O35;,fuzzymatch,"Pohl, Frederik.",,New York|Ballantine Books|1980.,1980,nyu,,,Fiction,Beyond the blue event horizon
mdp.49015002982867,005058555,5496913,PS3566.O36,fuzzymatch,"Pohl, Frederik.",,New York|Ballantine Books|1980.,1980,nyu,,,Fiction,Beyond the blue event horizon
pst.000021680403,007492038,20517254,,fuzzymatch,"Pohl, Frederik.",,New York|Ballantine Books|1980.,1980,xx ,,,NotFiction,Beyond the blue event horizon
mdp.39076000545603,009919229,16726247,,fuzzymatch,"Heinlein, Robert A. (Robert Anson),",1907-1988.,New York|Ace Books|c1966 (1987 printing),1987,nyu,,,Fiction,The moon is a harsh mistress
uc1.$b601378,000434475,1371910,PZ3.H1277Co,fuzzymatch,"Haines, William Wister,",1908-1989.,"Boston|Little, Brown and company|1947.",1947,mau,,"Fiction|World War, 1939-1945",Fiction,"Command decision, | $c: by William Wister Haines ..."
mdp.39015051150079,000434475,1371910,PZ3.H1277Co,fuzzymatch,"Haines, William Wister,",1908-1989.,"Boston|Little, Brown and company|1947.",1947,mau,,"Fiction|World War, 1939-1945",Fiction,"Command decision, | $c: by William Wister Haines ..."
mdp.39015062871176,005087921,45460859,PR5774.W33C66 2001,taggedsf,,,"Naperville, Ill.|Sourcebooks MediaFusion|c2001.",2001,ilu,,"War of the worlds|Criticism and interpretation|(Herbert George)|War of the worlds (Radio program)|1866-1946|Science fiction, English|Imaginary wars and battles in literature|In literature|History and criticism|Wells, H. G|Adaptations|Welles, Orson|Science fiction radio programs|1915-1985",NotFiction|Bibliographies,The complete war of the worlds : | Mars' invasion of Earth from H.G. Wells to Orson Welles
uc1.b4432353,009517028,18740014,,oclcid,"Cramer, John.",,New York|Morrow|c1989.,1989,nyu,,,Fiction,Twistor
mdp.39015011542720,000202817,9735536,,fuzzymatch,"Silverberg, Robert.",,"Toronto|New York|Banton Books|1983, c1968.",1983,onc,,,Fiction,The masks of time
mdp.39015017643951,001438750,60433,PZ1.H247NoPS648.S3,taggedsf,"Harrison, Harry,",,New York|Delacorte Press|1970,1970,nyu,,Science fiction,Fiction,Nova 1; | an anthology of original science fiction stories.
