"docid","recordid","oclc","locnum","tags","author","authordate","imprint","inferreddate","firstpub","place","enumcron","subjects","genres","title"
"mdp.39015056214490",3837675,36203515,,"fantasy_loc","Powers, Tim,","1952-","New York|Avon Books|1996, c1992.",1996,1996,"nyu",,"Fiction|Poker|Gambling|Paranormal fiction|Tarot (Game)|Fantasy fiction, American","Fiction","Last call"
"mdp.39015068636235",4941673,40186029,"PS3552.O8614M2 1996","fantasy_loc","Bowen, Gary.",,"New York|Masquerade Books|c1996.",1996,1996,"nyu",,"Fiction|Gay men|Horror tales, American|Erotic stories, American|Science fiction, American|Fantasy fiction, American","Fiction","Man hungry"
"uc1.32106014482415",7133602,36022170,,"fantasy_oclc","Olsen, Lance,","1956-","San Francisco|Permeable Press|c1996",1996,1996,"cau",,,"Fiction","Time famine : | a novel"
"mdp.39015050507618",4172369,33360758,"PS3563.A7239G36 1996","fantasy_oclc","Martin, George R. R.",,"New York|Bantam Books|1996.",1996,1996,"nyu",,,"Fiction","A game of thrones"
"mdp.39015061468552",4988150,34846648,,"fantasy_loc",,,"Elkton, Md.|Triangle Titles|c1996.",1996,1996,"mdu",,"Fiction|Gays|Gays' writings, American|Science fiction, American|Flight|Fantasy fiction, American","Short stories","Icarus & angels : | flights of fantasy : gay SF"
"uc1.32106018321726",7136836,36133306,"PS3558.A371F58 1997","sf_oclc","Haldeman, Joe W",,"New York|Ace Books|1997",1997,1997,"nyu",,"Fiction|Imaginary wars and battles","Fiction|War stories|Science fiction|Psychological fiction","Forever peace"
"pst.000033357485",7051799,40054288,,"fantasy_loc","Brown, Steve C.",,"Stone Mtn., GA|White Wolf Game Studio|c1997.",1997,1997,"xx ",,"Fantasy games|Vampire (Game)","NotFiction","Dirty secrets of the Black hand : | the calm of desperation"
"mdp.39015040695127",3145956,34824321,"PS3554.I86M47 1997","fantasy_oclc","Divakaruni, Chitra Banerjee,","1956-","New York|Anchor Books|1997.",1997,1997,"nyu",,"Spices|Fiction","Fiction","The mistress of spices"
"mdp.39015040060918",3949459,36284106,"PR4612.A48 1997","fantasy_loc",,,"Lexington, Ky.|University Press of Kentucky|c1997.",1997,1997,"kyu",,"Fantasy literature, English|Carroll, Lewis|1832-1898|Satire, English|Influence|Parodies, imitations, etc","NotFiction|Bibliographies","Alternative Alices : | visions and revisions of Lewis Carroll's Alice books : an anthology"
"mdp.39015040542139",3945345,35151285,"PS648.F3B52 1997","fantasy_loc",,,"New York|Avon Books|c1997.",1997,1997,"nyu",,"Fairy tales|Adaptations|Fantasy fiction, American","Fiction","Black swan, white raven"
"mdp.39015040136288",3966835,37330288,,"fantasy_loc","Schimel, Lawrence.",,"Cambridge, MA|Circlet Press|1997.",1997,1997,"mau",,"Fantasy|Fiction|Gays","Fiction","The drag queen of Elfland and other stories"
"mdp.39015064805990",5290254,41125259,,"fantasy_loc","Thomas, Patrick.",,"Farmingdale, New York|Padwolf Pub.|c1997.",1997,1997,"nyu",,"Fiction|Manhattan (New York, N.Y.)|Leprechauns|Bartenders|Bars (Drinking establishments)|Fantasy fiction, American|Gods","Novel","Murphy's lore : | tales from Bulfinche's Pub"
"mdp.39015046841915",3981049,38527796,"PS3552.E796P78 1998","sf_oclc","Bester, Alfred.",,"New York|Vintage Books|1998.",1998,1998,"nyu",,,"Fiction","Psycho shop"
"mdp.39015063166436",5208958,51385402,,"sf_loc|fantasy_loc",,,"Farmingdale, NY|Padwolf Pub.|1998-",0,1998,"nyu","v.1","Detective and mystery stories, American|Fantasy fiction, American|Science fiction, American","Mixed","The Best of pirate writings : | tales of fantasy, mystery & science fiction"
"mdp.39015042474877",3493872,41060020,,"sf_oclc","Vance, Jack,","1916-","Garden City, NY|SFBC|1998.",1998,1966,"nyu",,,"Science fiction|Fiction","The complete dying earth"
"mdp.39015054262236",3603895,38901577,"PS648.H6D66 1998","sf_loc",,,"Garden City, NY|Doubleday Direct|c1998.",1998,1998,"nyu",,"Fiction|Horror tales, American|Fantasy fiction, American|Taboo|Science fiction, American","Fiction","Don't open this book!"
"pst.000033218632",7497072,38830287,,"sf_oclc","Martin, S. R.,","1956-","Gosford [N.S.W.|Scholastic Press|1998.",1998,1998,"xx ",1998,"Fantasy fiction, Australian","NotFiction","Tankworld"
"mdp.39015045681882",3997392,39157610,"PS3576.A33V57 1998","sf_oclc","Zahn, Timothy.",,"New York|Bantam Books|1998.",1998,1998,"nyu",,"Fiction|Solo, Han (Fictitious character)|Skywalker, Luke (Fictitious character)|Leia, Princess (Fictitious character)","Fiction|Science fiction","Vision of the future"
"uc1.32106014945080",7137234,39691457,"PS3556.R5184T48 1998","sf_oclc","Friedman, C. S",,"New York, NY|DAW Books|Distributed by Penguin Putnam|c1998",1998,1998,"nyu",,"Fiction|Space colonies","Fiction","This alien shore"
"pst.000032574937",12275309,38515929,,"sf_loc","Doherty, Robert.",,"New York, N.Y.|Dell Books|1998.",1998,1998,"xxu",,"Science fiction|Space ships|Fiction|Unidentified flying objects","NotFiction","Area 51, the reply"
"mdp.39015045682393",3987495,38039684,"PJ5191.E1K87 1998","fantasy_loc","Kushner, Tony.",,"New York|Theatre Communications Group|1998.",1998,1998,"nyu",,"Translations into English|Fantasy fiction, Yiddish|Yiddish literature","Fiction","A dybbuk ; | and, The dybbuk melody and other themes and variations"
"mdp.49015002699131",4570345,40530329,,"fantasy_loc",,,"New York|Vintage International|1998.",1998,1998,"nyu",,"Fiction|Translations into English|Fantasy fiction|19th century","NotFiction","Fantastic tales : | visionary and everyday"
"pst.000033176208",7050864,39093364,"PS3552.O8313S6 1998","fantasy_oclc","Boudreaux, Aleta.",,"Grand Bay, AL|Laughing Owl Pub.|c1998.",1998,1998,"xxu",,,"NotFiction|Bibliographies","Song of the white swan"
"mdp.39015041888606",3437659,40881396,"PS3568.O2893M37 1999","sf_loc","Robinson, Kim Stanley.",,"New York|Bantam Books|1999.",1999,1999,"nyu",,"Fiction|Science fiction, American","Fiction","The Martians"
"mdp.39015049991212",4134208,43969954,"PR8676.5.D48S66 1999","sf_oclc",,,"Edinburgh [Scotland|Polygon|c1999.",1999,1999,"enk",,"Fiction|Detective and mystery stories, Scottish","Fiction","Something wicked : | Scottish crime fiction"
"mdp.39015048773801",4048512,41165423,"PS3554.A727E97 1999","sf_oclc","Darnton, John.",,"New York, N.Y.|Dutton|c1999.",1999,1999,"nyu",,"Fiction|Genetic engineering","Fiction|Science fiction|Adventure stories","The experiment"
"mdp.39015050309551",3513818,42345449,,"sf_loc","Sherman, Delia",,"Cambridge, MA|Circlet Press|1999.",1999,1999,"mau",,"Science fiction","Fiction","Through a brazen mirror : | the famous flower of Servingmen"
"mdp.39015048773991",4043813,40500844,"PS3553.A655E495 1999","sf_oclc","Card, Orson Scott.",,"New York|Ballantine Pub. Group|1999.",1999,1999,"nyu",,"Fiction|Princesses|Time travel|Sleeping Beauty (Tale)|Jews|Adaptations|Russia (Federation)","Fiction|Fantastic fiction","Enchantment"
"mdp.39015047476265",4026669,39060778,"PS3554.O469R42 1999","fantasy_loc","Donaldson, Stephen R.",,"New York|Bantam Books|1999.",1999,1999,"nyu",,"Fantasy fiction, American","Fiction|Fantasy fiction","Reave the Just, and other tales : | stories"
"mdp.39015060563213",5025853,45234499,,"fantasy_loc","Schweitzer, Darrell,","1952-","Berkeley Heights, NJ|Wildside Press|1999.",1999,1999,"nju",,"Fantasy fiction, American","Short stories","Necromancies and netherworlds : | uncanny stories"
"mdp.39015046463629",4172370,39606742,"PS3563.A7239C58 1999","fantasy_oclc","Martin, George R. R.",,"New York|Bantam Books|1999.",1999,1999,"nyu",,,"Fiction","A clash of kings"
"pst.000029233083",9815335,39914359,"PS3568.E3696D73 1999","fantasy_loc","Reed, Robert.",,"Collinsville, Ill.|Golden Gryphon Press|c1999.",1999,1999,"ilu",,"Science fiction, American|Fantasy fiction, American","Fiction","The dragons of Springplace : | stories"
"mdp.39015048515046",3479326,42296597,"PS648.S3S47 2000","sf_loc",,,"New York|Harcourt|c2000.",2000,2000,"nyu",,"Science fiction, English|Fiction|Science fiction, American|Space colonies","Bibliographies|Short stories","Skylife : | space habitats in story and science"
"mdp.39015050134215",4126780,45325322,,"sf_loc","Clarke, Arthur C. (Arthur Charles),","1917-2008","London|Voyager an imprint of Harper Collins|c2000.",2000,2000,"enk",,"Science fiction, English","NotFiction","The light of other days"
"mdp.39015064795126",5276836,45752972,,"sf_loc",,,"New York, N.Y., U.S.A.|ROC|2000-",0,2000,"nyu","v.1","Horror tales|Fiction|20th century|Horror tales, American|Science fiction, American","Short stories|Horror fiction","The best of Cemetery dance"
"mdp.39015049524674",4124830,44708513,,"sf_oclc","McCarthy, Wil.",,"New York|Del Rey|2000.",2000,2000,"nyu",,,"Fiction","The collapsium"
"mdp.39015049544417",4135482,44683474,"PS3553.A76277K55 2000","sf_oclc","Carr, Caleb,","1955-","New York|Random House|c2000.",2000,2000,"nyu",,"Fiction|Twenty-first century|Assassination|Presidents|Psychology teachers","Fiction","Killing time : | a novel of the future"
"mdp.39015069109224",5276836,45752972,,"sf_loc",,,"New York, N.Y., U.S.A.|ROC|2000-",0,2000,"nyu","v.2","Horror tales|Fiction|20th century|Horror tales, American|Science fiction, American","Short stories|Horror fiction","The best of Cemetery dance"
"mdp.49015002768704",4584652,43422545,"PS3552.A7362P4 2000","sf_loc","Barrett, Neal.",,"Urbana, IL|Golden Gryphon Press|2000.",2000,2000,"ilu",,"Science fiction, American","Fiction","Perpetuity blues and other stories"
"mdp.39015066066682",4130003,44849075,"PS3558.A443357K57 2000","fantasy_oclc","Hamilton, Laurell K.",,"New York|Ballantine Books|2000.",2000,2000,"nyu",,"Fairies|Fiction|Women private investigators","Fiction|Mystery fiction|Fantasy fiction","A kiss of shadows"
